Poz20167;Poz2016;Firma;PKD;Przychody;WynikNett;siedziba;coord;NEIGHBORHOOD;teryt;nazwa
210;182;Rafako SA GK, Racibórz;2530;1782594;3197;Racibórz, PL;50.091734 18.219677;PL,PL;2411;raciborski
211;191;Lubelski Węgiel Bogdanka SA GK, Puchaczów;510;1780321;667925;Puchaczów, PL;51.309621 22.974165;PL,PL;0610;łęczyński
212;233;Telewizja Polska SA, Warszawa;6020;1777328;564;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
213;235;Teva Operations Poland sp. z o.o., Warszawa;2120;1776612;185621;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
214;238;Gobarto SA GK, Warszawa;1011;1768795;20970;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
215;194;Kronospan Szczecinek sp. z o.o., Szczecinek;1621;1747208;5532;Szczecinek, PL;53.708021 16.694392;PL,PL;3215;szczecinecki
216;222;CNH Industrial Polska sp. z o.o., Płock;2830;1742647;93769;Płock, PL;52.546452 19.700861;PL,PL;1462;m.Płock
217;239;Pruszyński sp. z o.o. GK, Warszawa;2599;1736711;67772;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
218;220;Amic Polska sp. z o.o., Warszawa;4730;1728435;25303;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
219;350;Fabryka Maszyn Famur SA GK, Katowice;2892;1723228;56830;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
220;211;Hurtap SA, Łęczyca;4646;1722073;9565;Łęczyca, PL;51.525674 16.572868;PL,PL;0204;górowski
221;200;Black Red White SA GK, Biłgoraj;3109;1720000;b.d.;Biłgoraj, PL;50.542272 22.722354;PL,PL;0602;biłgorajski
222;217;DBK sp. z o.o. GK, Olsztyn;4519;1714677;38696;Olsztyn, PL;53.775411 20.481225;PL,PL;2862;m.Olsztyn
223;206;Ronal Polska sp. z o.o., Wałbrzych;3430;1708564;182096;Wałbrzych, PL;50.765905 16.282542;PL,PL;0219;świdnicki(śląskie)
224;109;Action SA GK w restrukturyzacji, Warszawa;4690;1700115;-58542;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
225;215;Man Bus Polska sp. z o.o., Tarnowo Podgórne;2910;1696470;71650;Tarnowo Podgórne, PL;52.465745 16.666445;Podgórne,;3024;szamotulski
226;214;Veolia Energia SA, Warszawa;3530;1688751;68144;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
227;224;Nexteer Automotive Poland sp. z o.o., Tychy;2931;1675734;54888;Tychy, PL;50.124731 18.986993;PL,PL;2477;m.Tychy
228;169;Grupa Kapitałowa Remontowa Holding, Gdańsk;3315;1670687;b.d.;Gdańsk, PL;54.347628 18.645203;PL,PL;2261;m.Gdańsk
229;221;Krakowski Holding Komunalny SA GK, Kraków;7010;1656860;86731;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
230;225;CEDC International sp. z o.o., Oborniki;1101;1656444;b.d.;Oborniki, PL;52.645664 16.809788;PL,PL;3016;obornicki
231;219;Lek SA, Stryków;4646;1650344;30075;Stryków, PL;51.900945 19.603697;PL,PL;1020;zgierski
232;158;Kolporter sp. z o.o. sp.k.a., Kielce;4690;1648485;55892;Kielce, PL;50.871788 20.630835;PL,PL;2604;kielecki
233;209;Piotr i Paweł SA GK, Poznań;4631;1644971;b.d.;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
234;250;Okręgowa Spółdzielnia Mleczarska, Łowicz;1051;1643375;-2686;Łowicz, PL;52.107683 19.944787;PL,PL;1005;łowicki
235;280;Unibep SA GK, Bielsk Podlaski;4120;1629285;26584;Bielsk Podlaski, PL;52.768756 23.192562;Podlaski,;2003;bielski(podlaskie)
236;262;DPD Polska sp. z o.o. GK, Warszawa;5320;1608298;137954;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
237;294;Gaspol SA, Warszawa;4671;1605342;53695;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
238;494;Star-Typ Sport Zakłady Wzajemne sp. z o.o., Katowice;9200;1603966;b.d.;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
239;304;Wielton SA GK, Wieluń;2920;1597248;83429;Wieluń, PL;51.220535 18.570108;PL,PL;1017;wieluński
240;246;Dell sp. z o.o., Warszawa;4651;1593917;20988;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
241;268;Grupa PGA Polska, Warszawa;4511;1586748;b.d.;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
242;216;Sitech sp. z o.o., Polkowice;2932;1585861;193173;Polkowice, PL;51.503929 16.071337;PL,PL;0211;lubiński
243;275;Imperial Tobacco Polska Manuf. SA, Radom;1200;1578138;79961;Radom, PL;51.40107 21.153411;PL,PL;1463;m.Radom
244;241;Stora Enso Poland SA, Ostrołęka;1712;1574744;129878;Ostrołęka, PL;53.082879 21.572894;PL,PL;1461;m.Ostrołęka
245;227;Schenker sp. z o.o., Warszawa;5229;1570954;b.d.;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
246;288;Solumus sp. z o.o., Płock;4671;1558653;7423;Płock, PL;52.546452 19.700861;PL,PL;1462;m.Płock
247;228;UPC Polska sp. z o.o., Warszawa;6020;1556179;-301949;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
248;242;Agrolok sp. z o.o., Golub-Dobrzyń;4621;1543108;6964;Golub-Dobrzyń, PL;53.113892 19.05445;PL,PL;0405;golubsko-dobrzyński
249;218;Louis Dreyfus Commod Polska sp. z o.o., Warszawa;4621;1542097;6792;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
251;290;Konsorcjum Stali SA GK, Zawiercie;4690;1531665;41554;Zawiercie, PL;50.484438 19.433394;PL,PL;2416;zawierciański
252;263;KIA Motors Polska sp. z o.o., Warszawa;4511;1530053;21802;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
253;245;Adient Seating Poland sp. z o.o., Siemianowice;2511;1529040;-16500;Siemianowice, PL;50.305203 19.027564;PL,PL;2401;będziński
254;336;Polindus sp. z o.o. GK, Kraków;1051;1524849;23560;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
255;196;Fermy Drobiu Woźniak sp. z o.o., Rawicz;147;1516270;115577;Rawicz, PL;51.610799 16.865543;PL,PL;3022;rawicki
256;231;Nutricia Zakłady Produkcyjne sp. z o.o., Opole;1086;1514783;39380;Opole, PL;50.666818 17.923641;PL,PL;1661;m.Opole
257;300;Jabil Poland sp. z o.o., Kwidzyn;2640;1502747;99889;Kwidzyn, PL;53.733584 18.931922;PL,PL;2207;kwidzyński
258;;Mila SA, Inowrocław;4711;1487466;-23501;Inowrocław, PL;52.795241 18.259562;PL,PL;0407;inowrocławski
259;258;Grupa Lux - Med GK, Warszawa;8621;1478017;b.d.;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
260;237;Arel sp. z o.o. i sp.k., Warszawa;4719;1463296;b.d.;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
261;269;Empik SA, Warszawa;4761;1462463;9819;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
262;256;Siemens sp. z o.o., Warszawa;4669;1461564;71078;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
263;253;Orbis SA GK, Warszawa;5510;1458073;232441;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
265;202;Slovnaft Polska SA, Kraków;4671;1457298;5885;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
266;277;Alumetal SA GK, Kęty;2442;1456241;70685;Kęty, PL;49.881772 19.230204;PL,PL;2402;bielski(śląskie)
269;234;Pfeifer & Langen Polska SA, Poznań;1081;1451509;310524;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
270;243;PUH Chemirol sp. z o.o., Mogilno;4675;1448178;81241;Mogilno, PL;52.657341 17.950068;PL,PL;3003;gnieźnieński
271;226;Netia SA GK, Warszawa;6110;1442485;35499;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
272;266;Drosed SA GK, Siedlce;1012;1441401;b.d.;Siedlce, PL;52.166375 22.276514;PL,PL;1464;m.Siedlce
273;255;Hamilton Sundstrand Poland sp. z o.o., Rzeszów;3030;1435042;114692;Rzeszów, PL;50.037453 22.004717;PL,PL;1863;m.Rzeszów
274;299;Volvo Car Poland sp. z o.o., Warszawa;4511;1428073;6389;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
275;270;X-Kom sp. z o.o., Częstochowa;4741;1426353;15441;Częstochowa, PL;50.812047 19.113213;PL,PL;2406;kłobucki
276;247;Przewozy Regionalne sp. z o.o., Warszawa;4910;1424209;79680;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
277;272;ZM Henryk Kania SA, Pszczyna;1011;1415084;53752;Pszczyna, PL;49.977833 18.942512;PL,PL;2410;pszczyński
278;301;Rainbow Tours SA GK, Łódź;7912;1407711;36141;Łódź, PL;51.768732 19.456991;PL,PL;1008;pabianicki
279;363;Amazon Fulfillment Poland sp. z o.o., Warszawa;4941;1407455;67392;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
280;388;TUI Poland sp. z o.o., Warszawa;7912;1406948;-1342;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
281;;Grupa Essity w Polsce, Warszawa;4646;1405514;b.d.;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
282;317;Dom Development SA GK, Warszawa;4110;1404683;190674;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
283;358;Elemental Holding SA GK, Grodzisk Mazowiecki;6920;1394949;32314;Grodzisk Mazowiecki, PL;52.106622 20.631344;Mazowiecki,;1405;grodziski(mazowieckie)
284;257;Federal - Mogul Gorzyce SA, Gorzyce;2811;1382769;111548;Gorzyce, PL;52.022778 17.743889;PL,PL;3020;pleszewski
285;273;Ferrero Polska Commercial sp. z o.o., Warszawa;4636;1378644;32554;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
286;323;3M Wrocław sp. z o.o., Wrocław;3299;1378462;110380;Wrocław, PL;51.108978 17.032669;PL,PL;0223;wrocławski
287;254;Trakcja PRKiI SA GK, Warszawa;4212;1374291;32043;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
288;312;Agata SA, Katowice;4759;1372540;139421;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
289;296;Exide Technologies SA, Poznań;2720;1370598;35226;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
290;261;Grupa Fakro, Nowy Sącz;4673;1360000;b.d.;Nowy Sącz, PL;49.624917 20.691346;Sącz,;1262;m.Nowy Sącz
291;383;Humax Poland sp. z o.o., Bełchatów;2640;1357089;35305;Bełchatów, PL;51.365041 19.3684;PL,PL;1001;bełchatowski
292;283;Bridgestone Poznań sp. z o.o., Poznań;2211;1352848;31208;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
293;236;Ruch SA, Warszawa;4762;1340975;-56807;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
294;278;Pratt & Whitney Rzeszów SA, Rzeszów;3030;1336578;130089;Rzeszów, PL;50.037453 22.004717;PL,PL;1863;m.Rzeszów
296;279;Mahle Polska sp. z o.o., Krotoszyn;2811;1318171;193681;Krotoszyn, PL;51.695926 17.437416;PL,PL;3012;krotoszyński
297;333;COM40 sp. z o.o. sp.k., Skalmierzyce;3109;1313739;100981;Skalmierzyce, PL;51.703244 17.974396;PL,PL;3017;ostrowski(wielkopolskie)
298;298;Gestamp Polska sp. z o.o., Września;2932;1311973;67226;Września, PL;52.325069 17.565228;PL,PL;3030;wrzesiński
299;330;Veolia Energia Polska SA, Warszawa;3530;1306814;224887;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
300;244;Provident Polska SA, Warszawa;6492;1302721;28694;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
301;307;Mahle Behr sp. z o.o., Ostrów Wielkopolski;2932;1298058;31529;Ostrów Wielkopolski, PL;51.653001 17.815084;Wielkopolski,;3017;ostrowski(wielkopolskie)
302;265;Indykpol SA GK, Olsztyn;1012;1297098;7568;Olsztyn, PL;53.775411 20.481225;PL,PL;2862;m.Olsztyn
303;329;PCC Rokita SA GK, Brzeg Dolny;2014;1285892;182342;Brzeg Dolny, PL;51.267123 16.722741;Dolny,;0222;wołowski
304;328;Lafarge Cement SA, Małogoszcz;2351;1274946;153811;Małogoszcz, PL;50.812349 20.264832;PL,PL;2602;jędrzejowski
305;289;McDonald’s Polska sp. z o.o., Warszawa;5610;1272223;163600;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
306;276;Mars Polska sp. z o.o., Poznań;1089;1271392;-79099;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
307;210;DHL Express (Poland) sp. z o.o., Warszawa;4941;1270207;32279;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
308;287;MA Polska SA, Tychy;2932;1269819;25719;Tychy, PL;50.124731 18.986993;PL,PL;2477;m.Tychy
309;311;Gedia Poland sp. z o.o., Nowa Sól;2932;1269538;61107;Nowa Sól, PL;51.803249 15.711935;Sól,;0804;nowosolski
310;310;Ampol-Merol sp. z o.o., Wąbrzeźno;4675;1259480;10156;Wąbrzeźno, PL;53.279967 18.947293;PL,PL;0417;wąbrzeski
311;295;PERN SA GK, Płock;4950;1250834;362176;Płock, PL;52.546452 19.700861;PL,PL;1462;m.Płock
312;285;Danone sp. z o.o., Warszawa;1051;1249181;68212;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
314;467;Hoogwegt Poland sp. z o.o., Warszawa;4690;1245958;9994;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
315;282;Alumetal Poland sp. z o.o., Nowa Sól;2442;1237869;77626;Nowa Sól, PL;51.803249 15.711935;Sól,;0804;nowosolski
316;271;Telewizja Polsat sp. z o.o., Warszawa;6020;1233356;275561;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
317;314;Magna Automotive (Poland) sp. z o.o., Sady;2932;1226728;64274;Sady, PL;52.439255 22.704259;PL,PL;2010;siemiatycki
318;371;Polmlek sp. z o.o., Warszawa;1051;1226707;50832;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
320;297;Bader sp. z o.o., Bolesławiec;1512;1219392;44826;Bolesławiec, PL;51.262829 15.565306;PL,PL;0201;bolesławiecki
321;319;PDF Slawex sp. z o.o., Lublin;4646;1213003;7684;Lublin, PL;51.231292 22.568964;PL,PL;0609;lubelski
322;305;Tech Data Polska sp. z o.o., Warszawa;4651;1207475;-7427;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
323;274;Osadkowski SA, Bierutów;4675;1203409;3735;Bierutów, PL;51.125871 17.54373;PL,PL;1606;namysłowski
324;400;Bowim SA, Sosnowiec;4672;1201322;16443;Sosnowiec, PL;50.280692 19.13493;PL,PL;2401;będziński
325;306;Wyborowa SA, Poznań;1101;1197127;25744;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
326;308;MPWiK SA, Warszawa;3700;1192643;297122;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
327;365;Krotoski Cichy sp. z o.o. sp.k., Łódź;4511;1184692;9507;Łódź, PL;51.768732 19.456991;PL,PL;1008;pabianicki
328;334;Smyk sp. z o.o., Warszawa;4765;1183158;-31302;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
330;309;UPS Polska sp. z o.o., Warszawa;5229;1178957;35424;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
331;357;Selena FM SA GK, Wrocław;7022;1178706;6839;Wrocław, PL;51.108978 17.032669;PL,PL;0223;wrocławski
332;341;Iveco Poland sp. z o.o., Warszawa;4511;1173733;20281;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
333;286;UMC Poland sp. z o.o., Łysomice;2640;1170005;7561;Łysomice, PL;54.331 17.15318;PL,PL;2201;bytowski
334;443;Plichta sp. z o.o. sp.k., Wejherowo;4511;1169487;21099;Wejherowo, PL;54.605079 18.247377;PL,PL;2215;wejherowski
335;368;Faurecia Automotive Polska SA, Grójec;2932;1169179;31582;Grójec, PL;51.865513 20.867502;PL,PL;1406;grójecki
336;302;Agora SA GK, Warszawa;5813;1165479;-79293;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
337;321;Grupa Nowy Styl sp. z o.o., Krosno;3101;1164600;59601;Krosno, PL;49.693807 21.765151;PL,PL;1861;m.Krosno
338;331;Fabryki Mebli Forte SA, Ostrów Maz.;3109;1160125;54405;Ostrów Maz., PL;52.800043 21.897638;Maz.,;1416;ostrowski(mazowieckie)
339;356;Okręgowa Spółdzielnia Mleczarska, Piątnica;1051;1156714;14045;Piątnica, PL;51.217718 16.17499;PL,PL;0209;legnicki
340;332;Pepsi Cola General Bottlers sp. z o.o., Warszawa;1107;1153978;58657;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
341;293;Denso Thermal Systems Polska sp. z o.o., Tychy;2932;1153493;b.d.;Tychy, PL;50.124731 18.986993;PL,PL;2477;m.Tychy
342;292;Grupa PGD sp. z o.o. sp.k., Kraków;4511;1151392;b.d.;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
343;413;Bitron Poland sp. z o.o., Sosnowiec;2751;1147546;4226;Sosnowiec, PL;50.280692 19.13493;PL,PL;2401;będziński
344;267;Bać-Pol SA GK, Rzeszów;4639;1140883;b.d.;Rzeszów, PL;50.037453 22.004717;PL,PL;1863;m.Rzeszów
345;320;Zott-Polska sp. z o.o., Opole;1051;1136525;26675;Opole, PL;50.666818 17.923641;PL,PL;1661;m.Opole
346;342;Innogy Stoen Operator sp. z o. o., Warszawa;3513;1130730;194957;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
347;586;ISD Huta Częstochowa sp. z o.o., Częstochowa;2410;1120001;-57608;Częstochowa, PL;50.812047 19.113213;PL,PL;2406;kłobucki
348;430;Stalprofil SA GK, Dąbrowa Górnicza;4672;1117267;24422;Dąbrowa Górnicza, PL;50.330981 19.196328;Górnicza,;2401;będziński
350;387;Moto-Profil sp. z o.o., Chorzów;4531;1110282;43137;Chorzów, PL;50.297879 18.954447;PL,PL;2463;m.Chorzów
351;369;Centrala Farmaceutyczna Cefarm SA, Warszawa;4646;1106125;3503;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
352;315;Plastic Omnium Auto Inergy Poland sp. z o.o., Lublin;2932;1103750;100965;Lublin, PL;51.231292 22.568964;PL,PL;0609;lubelski
353;327;ComArch SA GK, Kraków;6201;1102520;42036;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
354;249;Mostostal Warszawa SA GK, Warszawa;4120;1099630;-4998;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
355;395;Huta Cynku Miasteczko Śląskie SA;2443;1095780;90400;Miasteczko Śląskie, PL;50.491574 18.923025;Śląskie,;2413;tarnogórski
356;340;ZDM Superdrob SA GK, Karczew;1012;1092456;b.d.;Karczew, PL;52.07828 21.250807;PL,PL;1417;otwocki
358;337;PHUP Gniezno sp. z o.o. Hurtownia sp.k., Gniezno;4690;1090948;b.d.;Gniezno, PL;52.535974 17.595889;PL,PL;3003;gnieźnieński
359;420;Marcegaglia Poland sp. z o.o., Praszka;2420;1089482;83883;Praszka, PL;51.05536 18.448522;PL,PL;1608;oleski
360;361;Cemex Polska sp. z o.o., Warszawa;2351;1086114;-18882;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
361;642;Fortuna Online Zakłady Bukmacherskie sp. z o.o., Cieszyn;9200;1085905;38246;Cieszyn, PL;49.748862 18.633431;PL,PL;2403;cieszyński
363;260;OPDF SA, Warszawa;4646;1079348;838;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
364;291;Pojazdy Szynowe PESA SA GK, Bydgoszcz;3020;1073862;-620937;Bydgoszcz, PL;53.121965 18.000253;PL,PL;0461;m.Bydgoszcz
365;362;Neapco Europe sp. z o.o., Praszka;2932;1073177;8139;Praszka, PL;51.05536 18.448522;PL,PL;1608;oleski
366;364;Aluprof SA, Bielsko-Biała;2512;1071792;95613;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;2461;m.Bielsko-Biała
367;338;ICT Poland sp. z o.o., Kostrzyn nad Odrą;1722;1069943;148230;Kostrzyn nad Odrą, PL;52.589874 14.653634;nad;0807;sulęciński
368;318;Pfeifer&Langen Marketing sp. z o.o., Poznań;4636;1067349;25968;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
370;433;Kruk SA GK, Wrocław;8291;1055453;295198;Wrocław, PL;51.108978 17.032669;PL,PL;0223;wrocławski
371;377;WSK PZL Świdnik SA, Świdnik;3030;1054881;132056;Świdnik, PL;51.220463 22.699864;PL,PL;0610;łęczyński
372;378;Randstad Polska sp. z o.o., Warszawa;7820;1048706;17781;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
373;379;Adamed Pharma SA GK, Ksawerów;2120;1045478;124152;Ksawerów, PL;51.682667 19.401625;PL,PL;1008;pabianicki
374;431;ALDI sp. z o.o., Chorzów;4711;1043879;-114513;Chorzów, PL;50.297879 18.954447;PL,PL;2463;m.Chorzów
375;354;Sonoco Poland Packaging Services sp. z o.o., Łódź;8292;1042633;64016;Łódź, PL;51.768732 19.456991;PL,PL;1008;pabianicki
376;355;Cooper Standard Polska sp. z o.o., Bielsko-Biała;2219;1040278;148070;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;2461;m.Bielsko-Biała
377;322;Centrum Nowoczesnych Technologii SA, Sosnowiec;4311;1039221;7781;Sosnowiec, PL;50.280692 19.13493;PL,PL;2401;będziński
378;408;Adidas Poland sp. z o.o., Warszawa;4642;1037794;28611;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
379;349;Bioagra Oil SA, Warszawa;2014;1035885;20638;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
380;360;Zara Polska sp. z o.o., Warszawa;4771;1035612;25603;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
381;380;Rockwool Polska sp. z o.o., Cigacice;2399;1032012;52672;Cigacice, PL;52.035159 15.619176;PL,PL;0804;nowosolski
382;375;Warbud SA, Warszawa;4120;1028076;30127;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
383;419;ZPM Biernacki sp. z o.o., Golina;1011;1023182;2585;Golina, PL;52.24276 18.09534;PL,PL;3023;słupecki
384;372;Kimball Electronics Poland, Tarnowo Podgórne;2651;1018417;39064;Tarnowo Podgórne, PL;52.465745 16.666445;Podgórne,;3024;szamotulski
385;392;Nova Trading SA, Toruń;4674;1018132;48271;Toruń, PL;53.021067 18.618612;PL,PL;0415;toruński
386;346;Komagra sp. z o.o., Warszawa;2059;1016321;141;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
387;359;Sun Garden Polska sp. z o.o. sp.k., Malanów;1392;1015407;39886;Malanów, PL;51.953576 18.392438;PL,PL;3027;turecki
388;386;Stora Enso Narew sp. z o.o., Ostrołęka;1712;1015210;117538;Ostrołęka, PL;53.082879 21.572894;PL,PL;1461;m.Ostrołęka
389;352;ZEW Kogeneracja SA GK, Wrocław;3530;1014796;132275;Wrocław, PL;51.108978 17.032669;PL,PL;0223;wrocławski
390;248;LSC Communications Europe sp. z o.o. GK, Kraków;5811;1014372;10098;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
391;625;Interfood Polska sp. z o.o., Warszawa;4633;1013967;8780;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
392;370;Essity Operations Poland sp. z o.o., Oława;1722;1008939;99546;Oława, PL;50.942821 17.295528;PL,PL;1601;brzeski(opolskie)
393;316;Agrii Polska sp. z o.o., Poznań;4675;1008798;11784;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
394;504;Gdańska Stocznia Remontowa im. J. Piłsudskiego SA;3315;1008330;58075;Gdańsk, PL;54.347628 18.645203;PL,PL;2261;m.Gdańsk
395;351;TI Poland sp. z o.o., Bielsko-Biała;2932;1007681;44702;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;2461;m.Bielsko-Biała
396;347;Cersanit SA, Kielce;4644;1007585;38308;Kielce, PL;50.871788 20.630835;PL,PL;2604;kielecki
397;389;Mercus Logistyka sp. z o.o., Polkowice;4690;997930;21759;Polkowice, PL;51.503929 16.071337;PL,PL;0211;lubiński
398;411;Fideltronik Poland sp. z o.o., Sucha Beskidzka;2612;997811;44959;Sucha Beskidzka, PL;49.74079 19.590598;Beskidzka,;1215;suski
399;373;Sanok Rubber Company SA GK, Sanok;2219;997805;81049;Sanok, PL;49.560905 22.207028;PL,PL;1817;sanocki
400;381;TRE Braking Systems Polska sp. z o.o., Gliwice;2932;996667;130196;Gliwice, PL;50.294113 18.665731;PL,PL;2405;gliwicki
401;339;Destylarnia Sobieski SA, Starogard Gdański;1101;988595;37;Starogard Gdański, PL;53.967181 18.532113;Gdański,;2213;starogardzki
402;326;Get Entra sp. z o.o., Warszawa;3514;988003;b.d.;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
403;325;Sudzucker Polska SA, Wrocław;1081;985105;161316;Wrocław, PL;51.108978 17.032669;PL,PL;0223;wrocławski
404;435;Barry Callebaut Manufacturing Polska sp. z o.o., Łódź;1082;980201;32741;Łódź, PL;51.768732 19.456991;PL,PL;1008;pabianicki
405;343;SE Bordnetze Polska sp. z o.o., Gorzów Wlkp.;2931;975987;16727;Gorzów Wlkp., PL;52.728429 15.236806;Wlkp.,;0861;m.Gorzów Wielkopolski
406;424;Faurecia Gorzów SA, Gorzów Wlkp.;2932;970000;b.d.;Gorzów Wlkp., PL;52.728429 15.236806;Wlkp.,;0861;m.Gorzów Wielkopolski
408;376;Colian Holding SA GK, Opatówek;7022;962933;-30675;Opatówek, PL;53.92929 16.617649;PL,PL;3215;szczecinecki
409;390;Sawex sp. z o.o. sp.k., Warszawa;4675;962221;12859;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
410;384;FM Polska sp. z o.o., Mszczonów;5210;960840;12041;Mszczonów, PL;51.974031 20.512668;PL,PL;1405;grodziski(mazowieckie)
